TGL_LAHIR,JENIS_KELAMIN,TANGGAL_DAFTAR,KECAMATAN,PENDIDIKAN,JURUSAN,TAHUN_LULUS,Keterampilan,UPAH_DIINGINKAN,JABATAN_DIINGINKAN,WILAYAH_DIINGINKAN,WILAYAH_DIINGINKAN_DETAIL,UMUR_SAAT_DAFTAR,original_index,JABATAN_DIINGINKAN_Normalized,wilayah_diinginkan_detail_normalized
2001-06-15,P,2023-08-02,KAWALU,S1,PERENCANAAN WILAYAH DAN KOTA,2023.0,"AUTOCAD, LUMION, SKETCHUP, MS. OFFICE, WEBSITE, ADMINISTRASI, PHOTOSHOP, VRAY, 3D DESIGN, DATA ANALYST",Rp 2.500.001 - Rp 5.000.000,"GEOLOGI,OPERATOR PRODUKSI,DRAFTER,HSE K3 OFFICER,ADMINISTRASI,SALES  MARKETING,TATA KOTA,WILAYAH DAN ANALISIS DATA. ",DI DALAM NEGERI,"KARAWANG, KALIMATAN, JAKARTA, JAWA BARAT DAN SUMATERA",22,7700,administrasi/staf umum,jawa barat
2001-06-15,P,2023-08-02,KAWALU,S1,PERENCANAAN WILAYAH DAN KOTA,2023.0,"AUTOCAD, LUMION, SKETCHUP, MS. OFFICE, WEBSITE, ADMINISTRASI, PHOTOSHOP, VRAY, 3D DESIGN, DATA ANALYST",Rp 2.500.001 - Rp 5.000.000,"GEOLOGI,OPERATOR PRODUKSI,DRAFTER,HSE K3 OFFICER,ADMINISTRASI,SALES  MARKETING,TATA KOTA,WILAYAH DAN ANALISIS DATA. ",DI DALAM NEGERI,"KARAWANG, KALIMATAN, JAKARTA, JAWA BARAT DAN SUMATERA",22,7700,administrasi/staf umum,karawang
2001-06-15,P,2023-08-02,KAWALU,S1,PERENCANAAN WILAYAH DAN KOTA,2023.0,"AUTOCAD, LUMION, SKETCHUP, MS. OFFICE, WEBSITE, ADMINISTRASI, PHOTOSHOP, VRAY, 3D DESIGN, DATA ANALYST",Rp 2.500.001 - Rp 5.000.000,"GEOLOGI,OPERATOR PRODUKSI,DRAFTER,HSE K3 OFFICER,ADMINISTRASI,SALES  MARKETING,TATA KOTA,WILAYAH DAN ANALISIS DATA. ",DI DALAM NEGERI,"KARAWANG, KALIMATAN, JAKARTA, JAWA BARAT DAN SUMATERA",22,7700,administrasi/staf umum,sumatera
2001-06-15,P,2023-08-02,KAWALU,S1,PERENCANAAN WILAYAH DAN KOTA,2023.0,"AUTOCAD, LUMION, SKETCHUP, MS. OFFICE, WEBSITE, ADMINISTRASI, PHOTOSHOP, VRAY, 3D DESIGN, DATA ANALYST",Rp 2.500.001 - Rp 5.000.000,"GEOLOGI,OPERATOR PRODUKSI,DRAFTER,HSE K3 OFFICER,ADMINISTRASI,SALES  MARKETING,TATA KOTA,WILAYAH DAN ANALISIS DATA. ",DI DALAM NEGERI,"KARAWANG, KALIMATAN, JAKARTA, JAWA BARAT DAN SUMATERA",22,7701,administrasi/staf umum,jakarta
2001-06-15,P,2023-08-02,KAWALU,S1,PERENCANAAN WILAYAH DAN KOTA,2023.0,"AUTOCAD, LUMION, SKETCHUP, MS. OFFICE, WEBSITE, ADMINISTRASI, PHOTOSHOP, VRAY, 3D DESIGN, DATA ANALYST",Rp 2.500.001 - Rp 5.000.000,"GEOLOGI,OPERATOR PRODUKSI,DRAFTER,HSE K3 OFFICER,ADMINISTRASI,SALES  MARKETING,TATA KOTA,WILAYAH DAN ANALISIS DATA. ",DI DALAM NEGERI,"KARAWANG, KALIMATAN, JAKARTA, JAWA BARAT DAN SUMATERA",22,7701,administrasi/staf umum,jawa barat
2001-06-15,P,2023-08-02,KAWALU,S1,PERENCANAAN WILAYAH DAN KOTA,2023.0,"AUTOCAD, LUMION, SKETCHUP, MS. OFFICE, WEBSITE, ADMINISTRASI, PHOTOSHOP, VRAY, 3D DESIGN, DATA ANALYST",Rp 2.500.001 - Rp 5.000.000,"GEOLOGI,OPERATOR PRODUKSI,DRAFTER,HSE K3 OFFICER,ADMINISTRASI,SALES  MARKETING,TATA KOTA,WILAYAH DAN ANALISIS DATA. ",DI DALAM NEGERI,"KARAWANG, KALIMATAN, JAKARTA, JAWA BARAT DAN SUMATERA",22,7701,administrasi/staf umum,karawang
2001-06-15,P,2023-08-02,KAWALU,S1,PERENCANAAN WILAYAH DAN KOTA,2023.0,"AUTOCAD, LUMION, SKETCHUP, MS. OFFICE, WEBSITE, ADMINISTRASI, PHOTOSHOP, VRAY, 3D DESIGN, DATA ANALYST",Rp 2.500.001 - Rp 5.000.000,"GEOLOGI,OPERATOR PRODUKSI,DRAFTER,HSE K3 OFFICER,ADMINISTRASI,SALES  MARKETING,TATA KOTA,WILAYAH DAN ANALISIS DATA. ",DI DALAM NEGERI,"KARAWANG, KALIMATAN, JAKARTA, JAWA BARAT DAN SUMATERA",22,7701,administrasi/staf umum,sumatera
2001-06-15,P,2023-08-02,KAWALU,S1,PERENCANAAN WILAYAH DAN KOTA,2023.0,"AUTOCAD, LUMION, SKETCHUP, MS. OFFICE, WEBSITE, ADMINISTRASI, PHOTOSHOP, VRAY, 3D DESIGN, DATA ANALYST",Rp 2.500.001 - Rp 5.000.000,"GEOLOGI,OPERATOR PRODUKSI,DRAFTER,HSE K3 OFFICER,ADMINISTRASI,SALES  MARKETING,TATA KOTA,WILAYAH DAN ANALISIS DATA. ",DI DALAM NEGERI,"KARAWANG, KALIMATAN, JAKARTA, JAWA BARAT DAN SUMATERA",22,7702,sales/marketing,jakarta
2001-06-15,P,2023-08-02,KAWALU,S1,PERENCANAAN WILAYAH DAN KOTA,2023.0,"AUTOCAD, LUMION, SKETCHUP, MS. OFFICE, WEBSITE, ADMINISTRASI, PHOTOSHOP, VRAY, 3D DESIGN, DATA ANALYST",Rp 2.500.001 - Rp 5.000.000,"GEOLOGI,OPERATOR PRODUKSI,DRAFTER,HSE K3 OFFICER,ADMINISTRASI,SALES  MARKETING,TATA KOTA,WILAYAH DAN ANALISIS DATA. ",DI DALAM NEGERI,"KARAWANG, KALIMATAN, JAKARTA, JAWA BARAT DAN SUMATERA",22,7702,sales/marketing,jawa barat
2001-06-15,P,2023-08-02,KAWALU,S1,PERENCANAAN WILAYAH DAN KOTA,2023.0,"AUTOCAD, LUMION, SKETCHUP, MS. OFFICE, WEBSITE, ADMINISTRASI, PHOTOSHOP, VRAY, 3D DESIGN, DATA ANALYST",Rp 2.500.001 - Rp 5.000.000,"GEOLOGI,OPERATOR PRODUKSI,DRAFTER,HSE K3 OFFICER,ADMINISTRASI,SALES  MARKETING,TATA KOTA,WILAYAH DAN ANALISIS DATA. ",DI DALAM NEGERI,"KARAWANG, KALIMATAN, JAKARTA, JAWA BARAT DAN SUMATERA",22,7702,sales/marketing,karawang
2001-06-15,P,2023-08-02,KAWALU,S1,PERENCANAAN WILAYAH DAN KOTA,2023.0,"AUTOCAD, LUMION, SKETCHUP, MS. OFFICE, WEBSITE, ADMINISTRASI, PHOTOSHOP, VRAY, 3D DESIGN, DATA ANALYST",Rp 2.500.001 - Rp 5.000.000,"GEOLOGI,OPERATOR PRODUKSI,DRAFTER,HSE K3 OFFICER,ADMINISTRASI,SALES  MARKETING,TATA KOTA,WILAYAH DAN ANALISIS DATA. ",DI DALAM NEGERI,"KARAWANG, KALIMATAN, JAKARTA, JAWA BARAT DAN SUMATERA",22,7702,sales/marketing,sumatera
2001-06-15,P,2023-08-02,KAWALU,S1,PERENCANAAN WILAYAH DAN KOTA,2023.0,"AUTOCAD, LUMION, SKETCHUP, MS. OFFICE, WEBSITE, ADMINISTRASI, PHOTOSHOP, VRAY, 3D DESIGN, DATA ANALYST",Rp 2.500.001 - Rp 5.000.000,"GEOLOGI,OPERATOR PRODUKSI,DRAFTER,HSE K3 OFFICER,ADMINISTRASI,SALES  MARKETING,TATA KOTA,WILAYAH DAN ANALISIS DATA. ",DI DALAM NEGERI,"KARAWANG, KALIMATAN, JAKARTA, JAWA BARAT DAN SUMATERA",22,7703,arsitektur/tata kota,jakarta
2001-06-15,P,2023-08-02,KAWALU,S1,PERENCANAAN WILAYAH DAN KOTA,2023.0,"AUTOCAD, LUMION, SKETCHUP, MS. OFFICE, WEBSITE, ADMINISTRASI, PHOTOSHOP, VRAY, 3D DESIGN, DATA ANALYST",Rp 2.500.001 - Rp 5.000.000,"GEOLOGI,OPERATOR PRODUKSI,DRAFTER,HSE K3 OFFICER,ADMINISTRASI,SALES  MARKETING,TATA KOTA,WILAYAH DAN ANALISIS DATA. ",DI DALAM NEGERI,"KARAWANG, KALIMATAN, JAKARTA, JAWA BARAT DAN SUMATERA",22,7703,arsitektur/tata kota,jawa barat
2001-06-15,P,2023-08-02,KAWALU,S1,PERENCANAAN WILAYAH DAN KOTA,2023.0,"AUTOCAD, LUMION, SKETCHUP, MS. OFFICE, WEBSITE, ADMINISTRASI, PHOTOSHOP, VRAY, 3D DESIGN, DATA ANALYST",Rp 2.500.001 - Rp 5.000.000,"GEOLOGI,OPERATOR PRODUKSI,DRAFTER,HSE K3 OFFICER,ADMINISTRASI,SALES  MARKETING,TATA KOTA,WILAYAH DAN ANALISIS DATA. ",DI DALAM NEGERI,"KARAWANG, KALIMATAN, JAKARTA, JAWA BARAT DAN SUMATERA",22,7703,arsitektur/tata kota,karawang
2001-06-15,P,2023-08-02,KAWALU,S1,PERENCANAAN WILAYAH DAN KOTA,2023.0,"AUTOCAD, LUMION, SKETCHUP, MS. OFFICE, WEBSITE, ADMINISTRASI, PHOTOSHOP, VRAY, 3D DESIGN, DATA ANALYST",Rp 2.500.001 - Rp 5.000.000,"GEOLOGI,OPERATOR PRODUKSI,DRAFTER,HSE K3 OFFICER,ADMINISTRASI,SALES  MARKETING,TATA KOTA,WILAYAH DAN ANALISIS DATA. ",DI DALAM NEGERI,"KARAWANG, KALIMATAN, JAKARTA, JAWA BARAT DAN SUMATERA",22,7703,arsitektur/tata kota,sumatera
2001-06-15,P,2023-08-02,KAWALU,S1,PERENCANAAN WILAYAH DAN KOTA,2023.0,"AUTOCAD, LUMION, SKETCHUP, MS. OFFICE, WEBSITE, ADMINISTRASI, PHOTOSHOP, VRAY, 3D DESIGN, DATA ANALYST",Rp 2.500.001 - Rp 5.000.000,"GEOLOGI,OPERATOR PRODUKSI,DRAFTER,HSE K3 OFFICER,ADMINISTRASI,SALES  MARKETING,TATA KOTA,WILAYAH DAN ANALISIS DATA. ",DI DALAM NEGERI,"KARAWANG, KALIMATAN, JAKARTA, JAWA BARAT DAN SUMATERA",22,7704,analis,jakarta
2001-06-15,P,2023-08-02,KAWALU,S1,PERENCANAAN WILAYAH DAN KOTA,2023.0,"AUTOCAD, LUMION, SKETCHUP, MS. OFFICE, WEBSITE, ADMINISTRASI, PHOTOSHOP, VRAY, 3D DESIGN, DATA ANALYST",Rp 2.500.001 - Rp 5.000.000,"GEOLOGI,OPERATOR PRODUKSI,DRAFTER,HSE K3 OFFICER,ADMINISTRASI,SALES  MARKETING,TATA KOTA,WILAYAH DAN ANALISIS DATA. ",DI DALAM NEGERI,"KARAWANG, KALIMATAN, JAKARTA, JAWA BARAT DAN SUMATERA",22,7704,analis,jawa barat
2001-06-15,P,2023-08-02,KAWALU,S1,PERENCANAAN WILAYAH DAN KOTA,2023.0,"AUTOCAD, LUMION, SKETCHUP, MS. OFFICE, WEBSITE, ADMINISTRASI, PHOTOSHOP, VRAY, 3D DESIGN, DATA ANALYST",Rp 2.500.001 - Rp 5.000.000,"GEOLOGI,OPERATOR PRODUKSI,DRAFTER,HSE K3 OFFICER,ADMINISTRASI,SALES  MARKETING,TATA KOTA,WILAYAH DAN ANALISIS DATA. ",DI DALAM NEGERI,"KARAWANG, KALIMATAN, JAKARTA, JAWA BARAT DAN SUMATERA",22,7704,analis,karawang
2001-06-15,P,2023-08-02,KAWALU,S1,PERENCANAAN WILAYAH DAN KOTA,2023.0,"AUTOCAD, LUMION, SKETCHUP, MS. OFFICE, WEBSITE, ADMINISTRASI, PHOTOSHOP, VRAY, 3D DESIGN, DATA ANALYST",Rp 2.500.001 - Rp 5.000.000,"GEOLOGI,OPERATOR PRODUKSI,DRAFTER,HSE K3 OFFICER,ADMINISTRASI,SALES  MARKETING,TATA KOTA,WILAYAH DAN ANALISIS DATA. ",DI DALAM NEGERI,"KARAWANG, KALIMATAN, JAKARTA, JAWA BARAT DAN SUMATERA",22,7704,analis,sumatera
2005-03-23,P,2023-07-21,TAWANG,SMA / LAINNYA,IPS,2023.0,OLAHRAGA,Rp 2.500.001 - Rp 5.000.000,AKUNTANSI,DI DALAM NEGERI,TASIKMALAYA,18,7705,keuangan/akuntansi/perbankan,tasikmalaya
2000-05-21,L,2023-07-21,TAWANG,S1,AGRIBISNIS,2022.0,"PUBLICK SPEAKING, PROBLEM SOLVING, TEAM WORK.",Rp 5.000.001 - Rp 10.000.000,ASISTEN BIDANG TANAMAN,DI DALAM NEGERI,MEDAN,23,7706,tenaga kesehatan (umum),lokasi tidak spesifik
2005-02-19,P,2023-07-21,PURBARATU,SMK,TEKNIK KOMPUTER DAN JARINGAN ,2023.0,,0 - Rp 1.000.000,KARYAWAN SWASTA ,DI DALAM NEGERI,TASIKMALAYA ,18,7707,pekerja umum,tasikmalaya
2001-09-14,P,2023-07-21,KAWALU,SMA / LAINNYA,MIPA ,2020.0,OLAHRAGA ,Rp 2.500.001 - Rp 5.000.000,OPERATOR PRODUKSI ,DI DALAM NEGERI,KARAWANG ,21,7708,produksi/operasional,karawang
2004-01-12,L,2023-07-21,CIHIDEUNG,SMK,TEKNIK KENDARAAN RINGAN OTOMOTIF,2022.0,OLAHRAGA FUTSAL,Rp 2.500.001 - Rp 5.000.000,KARYAWAN,DI DALAM NEGERI,TANGGERANG,19,7709,pekerja umum,tangerang
2004-03-20,P,2023-07-21,BUNGURSARI,SMK,TEKNIK KOMPUTER DAN JARINGAN,2023.0,KOMPUTER,Rp 2.500.001 - Rp 5.000.000,.,DI DALAM NEGERI,NASIONAL,19,7710,,lokasi tidak spesifik
2000-05-06,L,2023-07-21,CIHIDEUNG,SMA / LAINNYA,IPS,2019.0,OLAHRAGA ,Rp 2.500.001 - Rp 5.000.000,KARYAWAN,DI DALAM NEGERI,TANGGERANG,23,7711,pekerja umum,tangerang
2005-02-25,P,2023-07-21,BUNGURSARI,SMA / LAINNYA,ILMU PENGETAHUAN ALAM,2023.0,.,Rp 2.500.001 - Rp 5.000.000,.,DI DALAM NEGERI,NASIONAL,18,7712,,lokasi tidak spesifik
2002-11-26,L,2023-07-21,PURBARATU,SMK,TEKNIK DAN BISNIS SEPEDA MOTOR,2021.0,-,0 - Rp 1.000.000,APA SAJA,DI DALAM NEGERI,DIMANA SAJA,20,7713,lain-lain,lokasi tidak spesifik
1998-07-24,P,2023-07-24,MANGKUBUMI,SMA / LAINNYA,ILMU PENGETAHUAN ALAM,2017.0,OLAHRAGA,Rp 2.500.001 - Rp 5.000.000,AKUNTAN,DI DALAM NEGERI,TASIKMALAYA,25,7714,keuangan/akuntansi/perbankan,tasikmalaya
1999-12-05,P,2023-07-24,BUNGURSARI,SMA / LAINNYA,TKJ,2018.0,BASKET,Rp 1.000.001 - Rp 2.500.000,GURU,DI DALAM NEGERI,TASIKMALAYA,23,7715,pendidikan,tasikmalaya
2002-10-30,L,2023-08-10,CIBEUREUM,SMA / LAINNYA,TEKNIK BISNIS SEPEDA MOTOR,2023.0,MENGOPERASIKAN GADGET,Rp 1.000.001 - Rp 2.500.000,OWNER PERUSAHAAN,DI DALAM NEGERI,JABODETABEK ,20,7716,bisnis/wirausaha,jakarta
2002-10-30,L,2023-08-10,CIBEUREUM,SMA / LAINNYA,TEKNIK BISNIS SEPEDA MOTOR,2023.0,MENGOPERASIKAN GADGET,Rp 1.000.001 - Rp 2.500.000,OWNER PERUSAHAAN,DI DALAM NEGERI,JABODETABEK ,20,7716,bisnis/wirausaha,bogor
2002-10-30,L,2023-08-10,CIBEUREUM,SMA / LAINNYA,TEKNIK BISNIS SEPEDA MOTOR,2023.0,MENGOPERASIKAN GADGET,Rp 1.000.001 - Rp 2.500.000,OWNER PERUSAHAAN,DI DALAM NEGERI,JABODETABEK ,20,7716,bisnis/wirausaha,depok
2002-10-30,L,2023-08-10,CIBEUREUM,SMA / LAINNYA,TEKNIK BISNIS SEPEDA MOTOR,2023.0,MENGOPERASIKAN GADGET,Rp 1.000.001 - Rp 2.500.000,OWNER PERUSAHAAN,DI DALAM NEGERI,JABODETABEK ,20,7716,bisnis/wirausaha,tangerang
2002-10-30,L,2023-08-10,CIBEUREUM,SMA / LAINNYA,TEKNIK BISNIS SEPEDA MOTOR,2023.0,MENGOPERASIKAN GADGET,Rp 1.000.001 - Rp 2.500.000,OWNER PERUSAHAAN,DI DALAM NEGERI,JABODETABEK ,20,7716,bisnis/wirausaha,bekasi
2005-10-28,L,2023-08-16,TAWANG,SMK,AKUNTANSI  KEUANGAN,2023.0,"OLAHRAGA, KOMPUTER, RETAIL, MEMASAK, CREW STORE",Rp 2.500.001 - Rp 5.000.000,"STAFF ADMIN,CREW STORE,OPERATOR PRODUKSI,WAREHOUSE,GUDANG,CREW RESTAURANT",DI DALAM NEGERI,"TASIKMALAYA, BANDUNG, CIAMIS, DEPOK, JAKARTA, YOGYAKARTA, JATENG, JATIM",17,7717,administrasi/staf umum,bandung
2005-10-28,L,2023-08-16,TAWANG,SMK,AKUNTANSI  KEUANGAN,2023.0,"OLAHRAGA, KOMPUTER, RETAIL, MEMASAK, CREW STORE",Rp 2.500.001 - Rp 5.000.000,"STAFF ADMIN,CREW STORE,OPERATOR PRODUKSI,WAREHOUSE,GUDANG,CREW RESTAURANT",DI DALAM NEGERI,"TASIKMALAYA, BANDUNG, CIAMIS, DEPOK, JAKARTA, YOGYAKARTA, JATENG, JATIM",17,7717,administrasi/staf umum,ciamis
2005-10-28,L,2023-08-16,TAWANG,SMK,AKUNTANSI  KEUANGAN,2023.0,"OLAHRAGA, KOMPUTER, RETAIL, MEMASAK, CREW STORE",Rp 2.500.001 - Rp 5.000.000,"STAFF ADMIN,CREW STORE,OPERATOR PRODUKSI,WAREHOUSE,GUDANG,CREW RESTAURANT",DI DALAM NEGERI,"TASIKMALAYA, BANDUNG, CIAMIS, DEPOK, JAKARTA, YOGYAKARTA, JATENG, JATIM",17,7717,administrasi/staf umum,depok
2005-10-28,L,2023-08-16,TAWANG,SMK,AKUNTANSI  KEUANGAN,2023.0,"OLAHRAGA, KOMPUTER, RETAIL, MEMASAK, CREW STORE",Rp 2.500.001 - Rp 5.000.000,"STAFF ADMIN,CREW STORE,OPERATOR PRODUKSI,WAREHOUSE,GUDANG,CREW RESTAURANT",DI DALAM NEGERI,"TASIKMALAYA, BANDUNG, CIAMIS, DEPOK, JAKARTA, YOGYAKARTA, JATENG, JATIM",17,7717,administrasi/staf umum,jakarta
2005-10-28,L,2023-08-16,TAWANG,SMK,AKUNTANSI  KEUANGAN,2023.0,"OLAHRAGA, KOMPUTER, RETAIL, MEMASAK, CREW STORE",Rp 2.500.001 - Rp 5.000.000,"STAFF ADMIN,CREW STORE,OPERATOR PRODUKSI,WAREHOUSE,GUDANG,CREW RESTAURANT",DI DALAM NEGERI,"TASIKMALAYA, BANDUNG, CIAMIS, DEPOK, JAKARTA, YOGYAKARTA, JATENG, JATIM",17,7717,administrasi/staf umum,tasikmalaya
2005-10-28,L,2023-08-16,TAWANG,SMK,AKUNTANSI  KEUANGAN,2023.0,"OLAHRAGA, KOMPUTER, RETAIL, MEMASAK, CREW STORE",Rp 2.500.001 - Rp 5.000.000,"STAFF ADMIN,CREW STORE,OPERATOR PRODUKSI,WAREHOUSE,GUDANG,CREW RESTAURANT",DI DALAM NEGERI,"TASIKMALAYA, BANDUNG, CIAMIS, DEPOK, JAKARTA, YOGYAKARTA, JATENG, JATIM",17,7717,administrasi/staf umum,yogyakarta
2005-10-28,L,2023-08-16,TAWANG,SMK,AKUNTANSI  KEUANGAN,2023.0,"OLAHRAGA, KOMPUTER, RETAIL, MEMASAK, CREW STORE",Rp 2.500.001 - Rp 5.000.000,"STAFF ADMIN,CREW STORE,OPERATOR PRODUKSI,WAREHOUSE,GUDANG,CREW RESTAURANT",DI DALAM NEGERI,"TASIKMALAYA, BANDUNG, CIAMIS, DEPOK, JAKARTA, YOGYAKARTA, JATENG, JATIM",17,7718,pekerja umum,bandung
2005-10-28,L,2023-08-16,TAWANG,SMK,AKUNTANSI  KEUANGAN,2023.0,"OLAHRAGA, KOMPUTER, RETAIL, MEMASAK, CREW STORE",Rp 2.500.001 - Rp 5.000.000,"STAFF ADMIN,CREW STORE,OPERATOR PRODUKSI,WAREHOUSE,GUDANG,CREW RESTAURANT",DI DALAM NEGERI,"TASIKMALAYA, BANDUNG, CIAMIS, DEPOK, JAKARTA, YOGYAKARTA, JATENG, JATIM",17,7718,pekerja umum,ciamis
2005-10-28,L,2023-08-16,TAWANG,SMK,AKUNTANSI  KEUANGAN,2023.0,"OLAHRAGA, KOMPUTER, RETAIL, MEMASAK, CREW STORE",Rp 2.500.001 - Rp 5.000.000,"STAFF ADMIN,CREW STORE,OPERATOR PRODUKSI,WAREHOUSE,GUDANG,CREW RESTAURANT",DI DALAM NEGERI,"TASIKMALAYA, BANDUNG, CIAMIS, DEPOK, JAKARTA, YOGYAKARTA, JATENG, JATIM",17,7718,pekerja umum,depok
2005-10-28,L,2023-08-16,TAWANG,SMK,AKUNTANSI  KEUANGAN,2023.0,"OLAHRAGA, KOMPUTER, RETAIL, MEMASAK, CREW STORE",Rp 2.500.001 - Rp 5.000.000,"STAFF ADMIN,CREW STORE,OPERATOR PRODUKSI,WAREHOUSE,GUDANG,CREW RESTAURANT",DI DALAM NEGERI,"TASIKMALAYA, BANDUNG, CIAMIS, DEPOK, JAKARTA, YOGYAKARTA, JATENG, JATIM",17,7718,pekerja umum,jakarta
2005-10-28,L,2023-08-16,TAWANG,SMK,AKUNTANSI  KEUANGAN,2023.0,"OLAHRAGA, KOMPUTER, RETAIL, MEMASAK, CREW STORE",Rp 2.500.001 - Rp 5.000.000,"STAFF ADMIN,CREW STORE,OPERATOR PRODUKSI,WAREHOUSE,GUDANG,CREW RESTAURANT",DI DALAM NEGERI,"TASIKMALAYA, BANDUNG, CIAMIS, DEPOK, JAKARTA, YOGYAKARTA, JATENG, JATIM",17,7718,pekerja umum,tasikmalaya
2005-10-28,L,2023-08-16,TAWANG,SMK,AKUNTANSI  KEUANGAN,2023.0,"OLAHRAGA, KOMPUTER, RETAIL, MEMASAK, CREW STORE",Rp 2.500.001 - Rp 5.000.000,"STAFF ADMIN,CREW STORE,OPERATOR PRODUKSI,WAREHOUSE,GUDANG,CREW RESTAURANT",DI DALAM NEGERI,"TASIKMALAYA, BANDUNG, CIAMIS, DEPOK, JAKARTA, YOGYAKARTA, JATENG, JATIM",17,7718,pekerja umum,yogyakarta
2005-10-28,L,2023-08-16,TAWANG,SMK,AKUNTANSI  KEUANGAN,2023.0,"OLAHRAGA, KOMPUTER, RETAIL, MEMASAK, CREW STORE",Rp 2.500.001 - Rp 5.000.000,"STAFF ADMIN,CREW STORE,OPERATOR PRODUKSI,WAREHOUSE,GUDANG,CREW RESTAURANT",DI DALAM NEGERI,"TASIKMALAYA, BANDUNG, CIAMIS, DEPOK, JAKARTA, YOGYAKARTA, JATENG, JATIM",17,7719,produksi/operasional,bandung
2005-10-28,L,2023-08-16,TAWANG,SMK,AKUNTANSI  KEUANGAN,2023.0,"OLAHRAGA, KOMPUTER, RETAIL, MEMASAK, CREW STORE",Rp 2.500.001 - Rp 5.000.000,"STAFF ADMIN,CREW STORE,OPERATOR PRODUKSI,WAREHOUSE,GUDANG,CREW RESTAURANT",DI DALAM NEGERI,"TASIKMALAYA, BANDUNG, CIAMIS, DEPOK, JAKARTA, YOGYAKARTA, JATENG, JATIM",17,7719,produksi/operasional,ciamis
2005-10-28,L,2023-08-16,TAWANG,SMK,AKUNTANSI  KEUANGAN,2023.0,"OLAHRAGA, KOMPUTER, RETAIL, MEMASAK, CREW STORE",Rp 2.500.001 - Rp 5.000.000,"STAFF ADMIN,CREW STORE,OPERATOR PRODUKSI,WAREHOUSE,GUDANG,CREW RESTAURANT",DI DALAM NEGERI,"TASIKMALAYA, BANDUNG, CIAMIS, DEPOK, JAKARTA, YOGYAKARTA, JATENG, JATIM",17,7719,produksi/operasional,depok
2005-10-28,L,2023-08-16,TAWANG,SMK,AKUNTANSI  KEUANGAN,2023.0,"OLAHRAGA, KOMPUTER, RETAIL, MEMASAK, CREW STORE",Rp 2.500.001 - Rp 5.000.000,"STAFF ADMIN,CREW STORE,OPERATOR PRODUKSI,WAREHOUSE,GUDANG,CREW RESTAURANT",DI DALAM NEGERI,"TASIKMALAYA, BANDUNG, CIAMIS, DEPOK, JAKARTA, YOGYAKARTA, JATENG, JATIM",17,7719,produksi/operasional,jakarta
2005-10-28,L,2023-08-16,TAWANG,SMK,AKUNTANSI  KEUANGAN,2023.0,"OLAHRAGA, KOMPUTER, RETAIL, MEMASAK, CREW STORE",Rp 2.500.001 - Rp 5.000.000,"STAFF ADMIN,CREW STORE,OPERATOR PRODUKSI,WAREHOUSE,GUDANG,CREW RESTAURANT",DI DALAM NEGERI,"TASIKMALAYA, BANDUNG, CIAMIS, DEPOK, JAKARTA, YOGYAKARTA, JATENG, JATIM",17,7719,produksi/operasional,tasikmalaya
2005-10-28,L,2023-08-16,TAWANG,SMK,AKUNTANSI  KEUANGAN,2023.0,"OLAHRAGA, KOMPUTER, RETAIL, MEMASAK, CREW STORE",Rp 2.500.001 - Rp 5.000.000,"STAFF ADMIN,CREW STORE,OPERATOR PRODUKSI,WAREHOUSE,GUDANG,CREW RESTAURANT",DI DALAM NEGERI,"TASIKMALAYA, BANDUNG, CIAMIS, DEPOK, JAKARTA, YOGYAKARTA, JATENG, JATIM",17,7719,produksi/operasional,yogyakarta
2005-10-28,L,2023-08-16,TAWANG,SMK,AKUNTANSI  KEUANGAN,2023.0,"OLAHRAGA, KOMPUTER, RETAIL, MEMASAK, CREW STORE",Rp 2.500.001 - Rp 5.000.000,"STAFF ADMIN,CREW STORE,OPERATOR PRODUKSI,WAREHOUSE,GUDANG,CREW RESTAURANT",DI DALAM NEGERI,"TASIKMALAYA, BANDUNG, CIAMIS, DEPOK, JAKARTA, YOGYAKARTA, JATENG, JATIM",17,7720,logistik/gudang,bandung
2005-10-28,L,2023-08-16,TAWANG,SMK,AKUNTANSI  KEUANGAN,2023.0,"OLAHRAGA, KOMPUTER, RETAIL, MEMASAK, CREW STORE",Rp 2.500.001 - Rp 5.000.000,"STAFF ADMIN,CREW STORE,OPERATOR PRODUKSI,WAREHOUSE,GUDANG,CREW RESTAURANT",DI DALAM NEGERI,"TASIKMALAYA, BANDUNG, CIAMIS, DEPOK, JAKARTA, YOGYAKARTA, JATENG, JATIM",17,7720,logistik/gudang,ciamis
2005-10-28,L,2023-08-16,TAWANG,SMK,AKUNTANSI  KEUANGAN,2023.0,"OLAHRAGA, KOMPUTER, RETAIL, MEMASAK, CREW STORE",Rp 2.500.001 - Rp 5.000.000,"STAFF ADMIN,CREW STORE,OPERATOR PRODUKSI,WAREHOUSE,GUDANG,CREW RESTAURANT",DI DALAM NEGERI,"TASIKMALAYA, BANDUNG, CIAMIS, DEPOK, JAKARTA, YOGYAKARTA, JATENG, JATIM",17,7720,logistik/gudang,depok
